time,X_value,Y_value,Z_value
2.86900,-1.23089,-0.13449,-0.02597
2.87900,-1.15025,-0.15221,-0.02536
2.88900,-1.09588,-0.16992,-0.03085
2.90000,-1.05068,-0.17603,-0.04124
2.91000,-0.99692,-0.21268,-0.03757
2.92100,-0.96149,-0.23589,-0.03269
2.93100,-0.91079,-0.22795,-0.02047
2.94100,-0.87719,-0.21696,-0.01253
2.95200,-0.84543,-0.18092,-0.00153
2.96200,-0.81916,-0.12166,-0.00642
2.97200,-0.78679,-0.08012,-0.02841
2.98300,-0.76418,-0.06852,-0.04368
2.99300,-0.74830,-0.06669,-0.06690
3.00300,-0.69821,-0.09112,-0.09377
3.01400,-0.62552,-0.11983,-0.11638
3.02400,-0.52717,-0.18214,-0.12798
3.03400,-0.43004,-0.17908,-0.13653
3.04400,-0.31459,-0.22734,-0.09194
3.05500,-0.22174,-0.18397,-0.06018
3.06500,-0.14477,-0.15098,-0.03452
3.07500,-0.11972,-0.15098,0.00152
3.08600,-0.09468,-0.19497,0.01802
3.09600,-0.02931,-0.06485,0.00824
3.10700,-0.06352,-0.04225,0.02046
3.11700,-0.07940,-0.05080,-0.01864
3.12700,-0.02076,-0.03981,-0.04613
3.13800,0.02444,-0.00438,-0.03574
3.14800,0.02139,0.05793,-0.03818
3.15900,-0.03054,0.08114,-0.03208
3.16900,-0.02259,0.10069,-0.02108
3.17900,0.00917,0.12940,0.01435
3.19000,-0.07085,0.18438,0.01191
3.20000,-0.15515,0.16911,0.03023
3.21000,-0.24006,0.15262,0.05589
3.22100,-0.30726,0.13490,0.05467
3.23100,-0.30481,0.12879,0.04489
3.24200,-0.33902,0.13795,0.02901
3.25200,-0.35307,0.14590,0.01007
3.26200,-0.33352,0.11963,0.00946
3.27300,-0.27061,0.08847,0.03756
3.28300,-0.17470,0.05182,0.07299
3.29300,-0.13194,0.01884,0.09804
3.30400,-0.15454,0.04816,0.12736
3.31400,-0.10017,0.03105,0.14874
3.32500,-0.06963,0.01700,0.15485
3.33500,0.02078,0.02678,0.20433
3.34600,0.06109,-0.00499,0.23060
3.35600,0.05499,-0.03187,0.23732
3.36600,0.07331,-0.04653,0.23732
3.37600,0.11180,-0.03064,0.22876
3.38700,0.14112,-0.02087,0.20738
3.39700,0.18571,-0.03492,0.17256
3.40800,0.19426,-0.04530,0.13652
3.41900,0.24496,-0.05202,0.10109
3.42900,0.26757,-0.06607,0.07910
3.43900,0.24008,-0.05752,0.07116
3.44900,0.18632,-0.03981,0.07055
3.46000,0.14967,-0.01476,0.05894
3.47000,0.11485,0.01761,0.03756
3.48100,0.09286,0.04510,0.00946
3.49100,0.10691,0.04877,-0.00947
3.50100,0.15028,0.03228,-0.01558
3.51100,0.17777,0.02250,-0.01680
3.52200,0.19121,0.01151,-0.02291
3.53200,0.24069,0.00967,-0.02719
3.54200,0.26390,0.01517,-0.02841
3.55300,0.22236,0.01578,-0.03513
3.56400,0.17655,0.00112,-0.05407
3.57400,0.17166,-0.01476,-0.07239
3.58400,0.18571,-0.03248,-0.09927
3.59500,0.20831,-0.03859,-0.12615
3.60500,0.26390,-0.04408,-0.14142
3.61500,0.29506,-0.07279,-0.15242
3.62600,0.29628,-0.11555,-0.16524
3.63600,0.28467,-0.15587,-0.17380
3.64700,0.27978,-0.16626,-0.17807
3.65700,0.24985,-0.17970,-0.17685
3.66800,0.25901,-0.18092,-0.17563
3.67800,0.28895,-0.15893,-0.18113
3.68800,0.31094,-0.12655,-0.18174
3.69900,0.33476,-0.11372,-0.18113
3.71000,0.36469,-0.11006,-0.18052
3.72000,0.37691,-0.12105,-0.18052
3.73000,0.39096,-0.11678,-0.17563
3.74100,0.41723,-0.10273,-0.16891
3.75100,0.44533,-0.09906,-0.16524
3.76100,0.46793,-0.10212,-0.16341
3.77200,0.48503,-0.08990,-0.15608
3.78200,0.50092,-0.08074,-0.14875
3.79200,0.51375,-0.06913,-0.13348
3.80200,0.53329,-0.05508,-0.11882
3.81300,0.56445,-0.05752,-0.09438
3.82300,0.58461,-0.08196,-0.07850
3.83300,0.53513,-0.08379,-0.05590
3.84400,0.47709,-0.13693,-0.05468
3.85400,0.51924,-0.21879,-0.05834
3.86500,0.61576,-0.26033,-0.05223
3.87500,0.62187,-0.25666,-0.04551
3.88500,0.59255,-0.23773,-0.04124
3.89600,0.60782,-0.21085,-0.03880
3.90600,0.64447,-0.19680,-0.02658
3.91600,0.68051,-0.21451,-0.01680
3.92700,0.72633,-0.25239,-0.01008
3.93700,0.78497,-0.30920,-0.00764
3.94800,0.80452,-0.34768,-0.01925
3.95800,0.80513,-0.36845,-0.03574
3.96900,0.80207,-0.35685,-0.05468
3.97900,0.78986,-0.31409,-0.07361
3.98900,0.77947,-0.27499,-0.08033
4.00000,0.78130,-0.25605,-0.08766
4.01000,0.79535,-0.24994,-0.09438
4.02000,0.80330,-0.28171,-0.08705
4.03100,0.83140,-0.32814,-0.07056
4.04100,0.86499,-0.33608,-0.04490
4.05100,0.88454,-0.29820,-0.02536
4.06200,0.87538,-0.22368,-0.01558
4.07200,0.85583,-0.15526,-0.01008
4.08200,0.76298,-0.11189,-0.00581
4.09300,0.66524,-0.12227,0.00274
4.10300,0.56811,-0.12411,0.00580
4.11300,0.47954,-0.08440,0.00824
4.12400,0.38546,-0.03309,-0.00031
4.13400,0.25657,0.02250,-0.01680
4.14500,0.16189,0.04388,-0.02108
4.15500,0.00428,0.04694,-0.02841
4.16600,-0.11606,0.03533,-0.03330
4.17600,-0.23395,0.03228,-0.03208
4.18600,-0.33597,0.04083,-0.02780
4.19600,-0.44287,0.04144,-0.00275
4.20700,-0.51678,0.00295,0.03023
4.21700,-0.61391,-0.04714,0.06566
4.22800,-0.71532,-0.09295,0.07788
4.23800,-0.80145,-0.12350,0.08888
4.24900,-0.81733,-0.08990,0.10354
4.25900,-0.79534,-0.02820,0.11331
4.26900,-0.74891,0.05182,0.12919
4.27900,-0.70676,0.08664,0.15363
4.29000,-0.66461,0.07442,0.17440
4.30000,-0.71043,0.04205,0.18295
4.31100,-0.83138,0.04571,0.17195
4.32100,-0.95477,0.07992,0.14996
4.33100,-1.06656,0.17583,0.12858
4.34200,-1.12093,0.29739,0.12553
4.35200,-1.15880,0.38413,0.13041
4.36200,-1.15880,0.43056,0.12308
4.37200,-1.10749,0.46110,0.10842
4.38300,-1.04396,0.42445,0.11392
4.39300,-1.02869,0.30289,0.10720
4.40300,-0.96149,0.19599,0.11148
4.41400,-0.82588,0.14773,0.12369
4.42400,-0.77579,0.15384,0.14630
4.43400,-0.86131,0.17827,0.16157
4.44400,-0.94683,0.16911,0.16462
4.45500,-0.94622,0.14101,0.17806
4.46500,-0.90041,0.09947,0.19578
4.47600,-0.85215,0.06221,0.20616
4.48600,-0.81061,0.03655,0.20555
4.49700,-0.74586,0.02617,0.18112
4.50700,-0.70432,0.02067,0.15424
4.51700,-0.67317,0.00601,0.11331
4.52700,-0.66156,-0.00377,0.07910
4.53800,-0.64445,-0.03187,0.05772
4.54800,-0.61330,-0.05997,0.04734
4.55800,-0.57115,-0.05874,0.04795
4.56900,-0.51923,-0.03248,0.05100
4.57900,-0.45264,-0.00316,0.04734
4.59000,-0.40316,0.01761,0.03390
4.60000,-0.39095,0.02556,0.01863
4.61000,-0.41355,-0.00071,-0.00031
4.62000,-0.41966,-0.09051,-0.02047
4.63100,-0.39828,-0.16381,-0.03452
4.64100,-0.36712,-0.21085,-0.04429
4.65200,-0.31947,-0.21574,-0.05895
4.66200,-0.28832,-0.18397,-0.07545
4.67200,-0.27305,-0.16809,-0.09438
4.68300,-0.29015,-0.15954,-0.10782
4.69300,-0.29932,-0.14182,-0.11638
4.70300,-0.24678,-0.10456,-0.11638
4.71400,-0.16798,-0.06363,-0.11760
4.72400,-0.14171,-0.04164,-0.11943
4.73500,-0.10567,0.00479,-0.11027
4.74500,-0.10323,0.06221,-0.10110
4.75500,-0.15210,0.13307,-0.07667
4.76600,-0.21441,0.20759,-0.08950
4.77600,-0.32497,0.26379,-0.06934
4.78600,-0.44531,0.28273,-0.09316
4.79700,-0.52961,0.21920,-0.11882
4.80700,-0.61880,0.17400,-0.13043
4.81700,-0.65117,0.10985,-0.12309
4.82800,-0.53755,0.06465,-0.11271
4.83800,-0.45386,0.05915,-0.09561
4.84800,-0.41172,0.06954,-0.07117
4.85900,-0.39767,0.10375,-0.03757
4.86900,-0.44104,0.14712,-0.00581
4.88000,-0.40011,0.16789,0.01313
4.89000,-0.38362,0.19538,0.03878
4.90000,-0.37262,0.15078,0.04062
4.91100,-0.23823,0.07504,0.03390
4.92100,-0.17592,0.05182,0.01863
4.93100,-0.17226,0.02983,-0.01803
4.94200,-0.11483,-0.01476,-0.04246
4.95200,-0.07696,-0.03187,-0.02352
4.96300,0.02872,-0.04042,-0.00764
4.97300,0.11241,-0.07035,0.00580
4.98300,0.10569,-0.04408,0.02351
4.99400,0.12768,-0.00499,0.04367
5.00400,0.14539,0.02800,0.06078
5.01500,0.14723,0.02922,0.06322
5.02500,0.17105,0.01884,0.05100
5.03500,0.18449,0.01273,0.04001
5.04500,0.20953,0.04510,0.03573
5.05600,0.22847,0.05976,0.02535
5.06600,0.24069,0.05366,0.01802
5.07600,0.26757,0.04938,0.02412
5.08700,0.31644,0.04266,0.03023
5.09700,0.36469,0.05671,0.03329
5.10800,0.40684,0.05182,0.02535
5.11800,0.51008,0.06954,0.01130
5.12800,0.59377,0.11474,0.00580
5.13900,0.63286,0.15262,0.00946
5.14900,0.66829,0.16056,0.01557
5.15900,0.66035,0.13857,0.02596
5.17000,0.63531,0.10680,0.02657
5.18000,0.66219,0.13368,0.03451
5.19100,0.69517,0.14590,0.03878
5.20100,0.69517,0.10680,0.02290
5.21200,0.66646,0.06465,0.00030
5.22200,0.66524,0.06282,-0.02047
5.23200,0.64936,0.05549,-0.02413
5.24300,0.60110,0.03899,-0.02169
5.25300,0.57728,0.02739,-0.01008
5.26400,0.53024,0.00967,-0.00092
5.27500,0.47221,-0.00926,0.00213
5.28500,0.44472,-0.01049,-0.00398
5.29500,0.43189,0.00234,-0.01314
5.30600,0.43006,0.00723,-0.01619
5.31600,0.45632,0.00418,-0.00337
5.32700,0.48809,0.00601,0.00152
5.33700,0.53940,0.01761,0.01802
5.34700,0.55406,0.01578,0.03084
5.35800,0.56017,-0.01110,0.04001
5.36800,0.56139,-0.02454,0.04550
5.37800,0.54307,-0.04469,0.04428
5.38900,0.53635,-0.04714,0.03940
5.39900,0.55101,-0.02881,0.02107
5.41000,0.58461,-0.03431,0.00335
5.42000,0.66952,-0.03797,-0.01497
5.43000,0.69517,-0.06424,-0.02719
5.44100,0.66219,-0.08807,-0.03818
5.45100,0.63470,-0.08807,-0.04124
5.46100,0.62309,-0.06791,-0.04185
5.47100,0.61943,-0.05019,-0.03635
5.48200,0.63653,-0.00560,-0.03635
5.49200,0.58094,-0.00010,-0.03818
5.50300,0.62004,-0.06546,-0.04307
5.51300,0.73305,-0.13510,-0.04307
5.52400,0.80207,-0.19313,-0.03880
5.53400,0.76542,-0.23712,-0.03818
5.54400,0.69701,-0.25972,-0.04857
