time,X_value,Y_value,Z_value
3.277,-0.89186,-2.33507,-0.45927
3.288,-1.08611,-2.29537,-0.45683
3.299,-1.07817,-2.26788,-0.45377
3.309,-0.93828,-2.19091,-0.50203
3.319,-0.80145,-2.12799,-0.62543
3.330,-0.73608,-2.10783,-0.78364
3.340,-0.75441,-2.04980,-0.82274
3.350,-0.82099,-2.04369,-0.77509
3.361,-0.96210,-1.96916,-0.64314
3.371,-1.07023,-1.79934,-0.37986
3.381,-1.02502,-1.56355,0.03919
3.391,-1.01525,-1.18909,0.62135
3.402,-1.16674,-0.74377,1.28536
3.412,-1.51005,-0.87083,1.79421
3.422,-0.66889,-0.64908,1.29391
3.433,0.44166,0.49079,0.96038
3.443,0.43800,-0.03394,0.15831
3.454,0.42089,-0.19399,-0.13063
3.464,0.33415,-0.23919,-0.29128
3.474,0.29322,-0.27462,-0.26502
3.484,0.38974,-0.05410,-0.13063
3.495,0.73793,0.06318,-0.08481
3.505,1.13377,-0.03761,-0.00295
3.515,1.50762,0.40405,0.11433
3.525,1.69577,1.34295,0.03003
3.536,1.74708,1.72474,0.11555
3.546,1.46486,1.71374,0.37151
3.557,0.65241,1.85607,0.69404
3.567,0.35003,1.94648,0.91029
3.577,0.42884,1.82248,1.06178
3.588,0.38791,1.58180,1.18762
3.598,0.01772,1.57202,1.20350
3.609,-0.18081,1.59218,1.19129
3.619,-0.52534,1.63555,1.17296
3.630,-0.53878,1.77910,1.13142
3.640,-0.42271,1.80843,1.03857
3.651,-0.26205,1.65143,0.93839
3.663,-0.20646,1.41625,0.75757
3.674,-0.34391,1.25376,0.62440
3.684,-0.68660,1.08883,0.46497
3.694,-1.07267,0.82188,0.30798
3.704,-1.27120,0.60136,0.13082
3.715,-1.27487,0.34418,-0.07198
3.725,-1.18935,0.35090,-0.20515
3.735,-0.86376,0.33502,-0.46171
3.746,0.46182,0.22873,-0.67674
3.756,0.64447,0.32586,-0.60344
3.766,-0.05253,0.37473,-0.35787
3.777,-0.18692,0.14321,-0.23753
3.787,0.16739,-0.17139,-0.35542
3.797,0.68357,-0.53546,-0.57411
3.808,1.08735,-0.55929,-0.81418
3.818,1.21624,-0.43956,-0.87344
3.829,1.15210,-0.26852,-0.81785
3.839,1.07391,-0.52202,-0.80197
3.849,0.96395,-1.07852,-0.80197
3.860,0.54734,-1.36868,-0.74149
3.870,0.06965,-1.49635,-0.73966
3.880,-0.36162,-1.69489,-0.67185
3.891,-0.54611,-1.70588,-0.59610
3.903,-0.79351,-1.50491,-0.58450
3.913,-1.07878,-1.43344,-0.61932
3.924,-1.15880,-1.64357,-0.69201
3.934,-1.09650,-1.79690,-0.79708
3.944,-1.06840,-1.73459,-0.89482
3.955,-1.06168,-1.63441,-0.91742
3.965,-0.99020,-1.48292,-0.76898
3.975,-0.78618,-1.39190,-0.56678
3.985,-0.66339,-1.14083,-0.31266
3.996,-0.66217,-0.85556,-0.05549
4.006,-0.74830,-0.74071,0.18336
4.016,-1.09833,-0.41818,0.41488
4.027,-1.28220,-0.06937,0.40632
4.037,-1.07450,0.13771,0.23162
4.047,-0.30481,0.22751,-0.02311
4.058,0.34026,0.40649,-0.16056
4.068,0.16311,0.15115,0.02453
4.078,0.39279,-0.06632,0.04897
4.088,0.86194,-0.47438,-0.28945
4.099,1.25045,-0.74071,-0.57717
4.109,1.66095,-0.75049,-0.57778
4.119,1.97310,-0.40046,-0.40246
4.130,1.93523,0.06868,-0.27662
4.140,1.78435,0.34174,-0.25036
4.150,1.63529,0.74430,-0.14956
4.161,0.81735,1.73268,-0.01578
4.171,0.22603,2.37836,0.24139
4.181,0.09530,2.82674,0.42954
4.192,0.37019,3.15233,0.61707
4.202,0.65486,3.49319,0.69649
4.212,0.75870,3.61048,0.63418
4.222,0.70739,3.44555,0.53888
4.233,0.70922,3.29894,0.49795
4.243,0.67685,3.08391,0.42037
4.253,0.51252,2.98740,0.41243
4.264,0.28650,2.86278,0.47047
4.274,0.08553,2.68013,0.43137
4.284,0.03788,2.45961,0.33058
4.294,-0.07207,2.07782,0.28782
4.305,-0.50823,1.64960,0.20718
4.315,-0.64201,1.36127,0.10639
4.325,-0.60902,0.96482,-0.02311
4.336,-0.80817,0.45169,-0.11658
4.346,-0.85887,0.09678,-0.19171
4.357,-0.59009,0.06441,-0.28334
4.367,-0.83810,0.03997,-0.17400
4.378,-1.16491,-0.08587,-0.18072
4.389,-1.23027,-0.03883,-0.34870
4.399,-1.00242,-0.19460,-0.20943
4.409,-0.78679,-0.19704,0.10211
4.420,-0.14355,0.03203,0.22001
4.430,0.45449,0.01065,0.21207
4.440,0.96640,-0.30639,-0.01700
4.451,1.07513,-0.71139,-0.24547
4.461,0.86621,-0.99606,-0.41834
4.471,0.31460,-1.57577,-0.58877
4.481,-0.06352,-1.96550,-0.62970
4.492,-0.31092,-2.17380,-0.57534
4.502,-0.55649,-2.29964,-0.46966
4.513,-0.62674,-2.32347,-0.34076
4.523,-0.52167,-2.25322,-0.25769
4.533,-0.37567,-1.99665,-0.14468
4.544,-0.31153,-1.94045,-0.13307
4.554,-0.21074,-2.02353,-0.18744
4.564,-0.11911,-2.16037,-0.25158
4.575,-0.22968,-2.22634,-0.32060
4.585,-0.44104,-2.23856,-0.42201
4.595,-0.46547,-2.24528,-0.49470
4.606,-0.35002,-2.17075,-0.48981
4.616,-0.26389,-1.99604,-0.38536
4.627,-0.20341,-1.79690,-0.23692
4.637,-0.24495,-1.59165,0.01598
4.647,-0.45509,-1.40045,0.36418
4.658,-0.80084,-1.07058,0.66350
4.668,-0.83138,-0.89343,0.64578
4.678,-0.26450,-0.57700,0.42221
4.688,0.23030,-0.13046,0.26766
4.699,0.00489,0.12061,0.21207
4.709,-0.44226,-0.04921,0.38189
4.719,-0.40438,-0.33327,0.31531
4.730,-0.23029,-0.17322,0.14060
4.740,-0.11056,-0.02234,0.10944
4.750,0.28223,0.00882,0.18764
4.761,0.78619,0.12916,0.29820
4.771,1.03848,0.33868,0.35562
4.781,1.09468,1.16702,0.40510
4.792,1.33964,1.46329,0.29148
4.802,1.47219,1.37777,0.13877
4.812,1.23029,1.51216,0.04469
4.823,0.92241,1.79865,0.02026
4.833,0.16922,1.96359,0.14732
4.843,0.08553,1.77727,0.22673
4.854,0.13501,1.76567,0.26033
4.864,0.16433,1.70641,0.28415
4.875,0.17838,1.72718,0.32386
4.886,0.20953,1.80293,0.33669
4.897,0.20648,1.77666,0.32813
4.907,0.22664,1.68870,0.29698
4.917,0.20770,1.50666,0.24445
4.928,0.09469,1.27758,0.19435
4.938,-0.18997,1.12792,0.13021
4.948,-0.66339,0.98803,-0.01395
4.958,-1.07084,0.74552,-0.27723
4.969,-0.90041,0.63495,-0.63825
4.979,-0.63590,0.65328,-1.13000
4.989,-0.21563,1.26964,-1.24851
5.000,0.99144,-0.00951,-0.49531
5.010,1.31092,0.16214,-0.29312
5.020,0.51680,0.71681,-0.51853
5.030,-0.01038,0.58547,-0.34687
5.041,0.15211,-0.13290,-0.18499
5.052,0.51069,-0.47193,-0.29067
5.062,0.69151,-0.58922,-0.39941
5.072,0.70983,-0.65764,-0.39269
5.083,0.72327,-0.54340,-0.42262
5.093,0.80574,-0.48721,-0.74455
5.103,0.64936,-1.23735,-0.84717
5.114,0.76725,-1.78346,-0.75371
5.124,1.08796,-1.75109,-0.67002
5.135,0.75626,-1.82500,-0.45988
5.145,0.22786,-1.83294,-0.36520
5.155,-0.00854,-1.62403,-0.35787
5.166,-0.00916,-1.42916,-0.37497
5.178,0.02689,-1.44260,-0.45316
5.188,-0.09468,-1.48597,-0.49470
5.198,-0.35796,-1.51590,-0.47576
5.209,-0.62796,-1.65029,-0.40124
5.219,-0.77151,-1.70588,-0.29495
5.230,-0.66645,-1.52751,-0.18744
5.240,-0.50518,-1.25628,-0.04449
5.250,-0.53511,-0.96124,0.25972
5.261,-0.72142,-0.70956,0.51628
5.271,-0.93339,-0.26485,0.88036
5.282,-1.12276,0.08579,1.16013
5.293,-1.05007,-0.26363,0.81560
5.303,0.07026,0.05585,0.48757
5.313,0.55345,0.37350,0.31653
5.324,-0.21868,-0.08587,0.39533
5.334,-0.76968,-0.48721,0.36540
5.345,-0.53572,-0.60510,0.13388
5.355,-0.22113,-0.35892,0.05141
5.365,-0.10140,-0.25263,0.20413
5.376,0.12096,-0.23370,0.42526
5.386,0.14356,0.81394,0.46375
5.396,0.00978,2.01612,0.33608
5.406,0.21687,1.84752,0.44725
5.417,1.13805,1.39121,0.66106
5.427,1.31398,1.95992,0.54072
5.437,0.72633,2.07415,0.67938
5.448,0.32316,1.92693,0.87425
5.458,0.22542,1.94037,0.94328
5.468,-0.00671,1.97275,0.95000
